1,1,.0000020540,.0000017630
1,11,.0000018440,.0000023150
1,21,.0000021340,.0000017530
1,31,.0000018740,.0000023750
1,41,.0000018440,.0000018130
1,51,.0000024540,.0000018230
1,61,.0000021850,.0000018640
1,71,.0000019040,.0000022240
1,81,.0000022740,.0000020740
1,91,.0000018230,.0000021840
1,101,.0000023250,.0000022240
1,111,.0000020840,.0000023040
1,121,.0000022850,.0000020140
1,131,.0000022540,.0000021940
1,141,.0000022340,.0000023950
1,151,.0000021440,.0000044090
1,161,.0000026750,.0000019040
1,171,.0000018240,.0000023640
1,181,.0000022640,.0000025650
1,191,.0000022240,.0000021540
1,201,.0000023450,.0000020940
1,211,.0000021440,.0000021950
1,221,.0000031860,.0000020140
1,231,.0000046690,.0000022950
1,241,.0000022640,.0000026450
1,251,.0000031960,.0000029050
1,261,.0000019040,.0000019440
1,271,.0000023750,.0000022840
1,281,.0000018840,.0000019030
1,291,.0000026650,.0000032670
1,301,.0000029350,.0000027150
1,311,.0000028950,.0000026850
1,321,.0000020640,.0000021440
1,331,.0000020940,.0000020440
1,341,.0000026050,.0000025050
1,351,.0000019240,.0000020940
1,361,.0000032460,.0000030860
1,371,.0000018040,.0000028060
1,381,.0000040780,.0000020540
1,391,.0000029450,.0000021940
1,401,.0000040080,.0000036670
1,411,.0000026550,.0000036870
1,421,.0000023050,.0000028150
1,431,.0000027150,.0000032960
1,441,.0000027460,.0000032760
1,451,.0000029960,.0000025350
1,461,.0000030960,.0000034270
1,471,.0000025950,.0000021940
1,481,.0000030060,.0000046890
1,491,.0000025040,.0000025450
1,501,.0000023640,.0000022740
1,511,.0000031660,.0000031760
1,521,.0000023040,.0000026550
1,531,.0000360290,.0000021650
1,541,.0000028050,.0000026650
1,551,.0000023050,.0000027750
1,561,.0000044980,.0000440740
1,571,.0000019540,.0000022750
1,581,.0000036070,.0000059020
1,591,.0000029060,.0000028250
1,601,.0000019830,.0000024040
1,611,.0000026350,.0000025550
1,621,.0000037980,.0000031660
1,631,.0000036170,.0000035160
1,641,.0000024440,.0000023640
1,651,.0000030660,.0000030760
1,661,.0000026050,.0000032160
1,671,.0000019140,.0000019240
1,681,.0000034370,.0000035170
1,691,.0000026550,.0000025650
1,701,.0000042390,.0000034370
1,711,.0000038470,.0000036870
1,721,.0000019830,.0000020440
1,731,.0000021640,.0000022740
1,741,.0000021540,.0000047790
1,751,.0000028150,.0000024650
1,761,.0000028060,.0000027960
1,771,.0000036370,.0000038280
1,781,.0000018130,.0000021740
1,791,.0000024850,.0000023140
1,801,.0000029650,.0000031060
1,811,.0000020440,.0000021040
1,821,.0000037870,.0000028650
1,831,.0000062420,.0000039880
1,841,.0000023040,.0000023950
1,851,.0000040580,.0000037670
1,861,.0000030160,.0000027150
1,871,.0000033260,.0000031960
1,881,.0000030260,.0000029460
1,891,.0000039580,.0000039780
1,901,.0000020040,.0000024450
1,911,.0000037870,.0000035170
1,921,.0000048890,.0000034470
1,931,.0000036770,.0000038470
1,941,.0000431320,.0000032460
1,951,.0000043390,.0000042780
1,961,.0000057610,.0000035970
1,971,.0000025250,.0000027450
1,981,.0000040180,.0000026350
1,991,.0000036070,.0000063720
11,1,.0000035570,.0000029360
11,11,.0000087370,.0000063430
11,21,.0000076740,.0000078850
11,31,.0000092680,.0000091580
11,41,.0000107400,.0000113810
11,51,.0000127240,.0000179540
11,61,.0000146380,.0000204090
11,71,.0000154590,.0000235050
11,81,.0000170830,.0000460480
11,91,.0000295860,.0000183350
11,101,.0000344760,.0000239060
11,111,.0000510780,.0000223520
11,121,.0000250170,.0000402860
11,131,.0000267510,.0000271120
11,141,.0000266310,.0000299580
11,151,.0000340050,.0000308190
11,161,.0000532010,.0000308290
11,171,.0000333130,.0000337140
11,181,.0000346460,.0000346460
11,191,.0004399490,.0000371500
11,201,.0000387740,.0000386840
11,211,.0000378420,.0000377120
11,221,.0000367600,.0000365600
11,231,.0000381220,.0000383330
11,241,.0000419900,.0000424610
11,251,.0000443850,.0000596240
11,261,.0000492240,.0000592730
11,271,.0000477710,.0000479420
11,281,.0000524400,.0000808040
11,291,.0000563570,.0000577700
11,301,.0000862950,.0000516290
11,311,.0000892810,.0000569890
11,321,.0000575900,.0000575200
11,331,.0000590230,.0000597940
11,341,.0000574500,.0000576700
11,351,.0000634410,.0001041290
11,361,.0000645530,.0000648640
11,371,.0000635710,.0000996100
11,381,.0000701830,.0000711660
11,391,.0000698940,.0000699440
11,401,.0000685910,.0000693420
11,411,.0001364500,.0000763860
11,421,.0000703140,.0000713660
11,431,.0000744820,.0000749520
11,441,.0000723680,.0000718570
11,451,.0001364700,.0000792110
11,461,.0000781590,.0000775670
11,471,.0000765060,.0000769270
